Gene Start (bp),Gene End (bp),Chromosome Name,HGNC symbol,
29791968,29796126,HSCHR6_MHC_DBB,,
110230436,110236367,1,GSTM1,
203181955,203242769,1,CHIT1,
47995036,47995537,X,,
48013296,48015369,X,,
48015795,48025778,X,,
189308625,189310820,4,,
31006269,31011068,HSCHR6_MHC_APD,,
189321890,189602205,4,,
31033296,31038966,HSCHR6_MHC_APD,HCG22,
48037167,48037459,X,,
26466038,26513336,2,HADHB,
48056657,48058867,X,,
30612310,30632260,HSCHR6_MHC_SSTO,,
55987641,55988915,X,,
56269369,56269842,X,,
147145709,147150208,4,,
56644824,56650891,X,,
139927251,139929163,5,EIF4EBP3,
56755677,56844813,X,,
77071019,77084681,17,ENGASE,
123328896,123603178,3,MYLK,
48072226,48077445,X,,
140026643,140042064,5,IK,
147175127,147443123,4,SLC10A7,
110254877,110260888,1,GSTM5,
155657751,155708803,1,DAP3,
31498549,31499360,HSCHR6_MHC_APD,,
30639294,30659275,HSCHR6_MHC_MANN,,
1782076,1783716,19,,
1815245,1848452,19,REXO1,
77085427,77613550,17,RBFOX3,
110276554,110284384,1,GSTM3,
77681075,77682784,17,,
77704882,77716020,17,ENPP7,
77751977,77761449,17,CBX2,
1852399,1863564,19,KLF16,
1876976,1885518,19,FAM108A1,
77765931,77775482,17,CBX8,
26531041,26569685,2,GPR113,
1905371,1926012,19,SCAMP4,
38924340,39078204,19,RYR1,
62603079,62603714,1,,
62660503,62678000,1,L1TD1,
203274619,203278730,1,BTG2,
48088268,48088394,X,,
110292702,110306649,1,EPS8L3,
48104329,48105178,X,,
139929752,139937895,5,SRA1,
77806955,77813228,17,CBX4,
203309753,203320617,1,FMOD,
56763675,56764010,X,UQCRBP1,
56999943,57001229,X,,
62702651,62785085,1,KANK4,
1905417,1913444,19,ADAT3,
57095347,57096118,X,,
61944702,61944764,6,,
62282958,62292002,6,,
31507182,31507761,HSCHR6_MHC_APD,RPL15P4,
62284008,62284534,6,MTRNR2L9,
70576463,70919679,6,COL19A1,
48134339,48134482,X,,
31590211,31590484,HSCHR6_MHC_APD,,
31743441,31744719,HSCHR6_MHC_APD,,
62390139,62996132,6,KHDRBS2,
29898417,29903057,HSCHR6_MHC_QBL,,
203444956,203460480,1,PRELP,
26531415,26618759,2,EPT1,
1941161,1981309,19,CSNK1G2,
203463271,203477992,1,OPTC,
1952530,1954548,19,C19orf34,
1985447,2015702,19,BTBD2,
48136139,48137013,X,,
77911708,78009647,17,TBC1D16,
101801950,101841634,10,CPN1,
26624784,26679579,2,C2orf39,
203595689,203713209,1,ATP2B4,
2037481,2051243,19,MKNK2,
31862895,31863188,HSCHR6_MHC_APD,,
32304328,32305287,HSCHR6_MHC_APD,,
32369260,32372436,HSCHR6_MHC_APD,HCG23,
78010435,78074412,17,CCDC40,
32438582,32452263,HSCHR6_MHC_APD,,
29899000,29903640,HSCHR6_MHC_DBB,,
48138858,48141227,X,,
65917,70966,19,,
76222,77686,19,FAM138F,
57231944,57260540,3,HESX1,
107466,111596,19,OR4F17,
189552078,189552901,4,,
189659506,189660648,4,,
189678833,189700133,4,,
200112,202173,19,,
112391861,112408716,6,TUBE1,
281048,291435,19,PPAP2C,
130577291,130617035,9,ENG,
29963870,29967243,HSCHR6_MHC_COX,,
305575,344791,19,MIER2,
26680071,26781566,2,OTOF,
2071037,2096269,19,MOBKL2A,
2096380,2099592,19,IZUMO4,
62901968,62917475,1,USP1,
32670372,32671202,HSCHR6_MHC_APD,,
361750,376013,19,THEG,
30182385,30195005,HSCHR6_MHC_MCF,,
57148095,57153676,X,,
57255467,57255848,X,,
130697378,130700763,9,DPM2,
155719508,155829191,1,GON4L,
32683098,32684035,HSCHR6_MHC_APD,,
32795470,32797879,HSCHR6_MHC_APD,,
189697811,189706665,4,,
189698833,189717787,4,,
189911869,189923229,4,,
190114254,190126031,4,,
30016578,30022582,HSCHR6_MHC_COX,,
190209831,190212490,4,,
190580759,190582640,4,,
405443,409170,19,C2CD4C,
190701490,190861426,4,,
203734304,203745361,1,LAX1,
416587,460996,19,SHC2,
176022803,176037134,5,GPRIN1,
2100993,2151556,19,AP3D1,
57419079,57421842,X,,
78075355,78093678,17,GAA,
190802670,190806023,4,,
190894754,190895002,4,MLLT10P2,
131934663,131982785,10,GLRX3,
150999426,151178609,4,DCLK2,
110452864,110473614,1,CSF1,
203764782,203823252,1,ZC3H11A,
30198208,30207199,HSCHR6_MHC_MCF,,
78109013,78120982,17,EIF4A3,
190903678,190906026,4,,
32847757,32847831,HSCHR6_MHC_APD,,
176047085,176057530,5,SNCB,
62920399,63153969,1,DOCK7,
30635612,30638612,HSCHR6_MHC_SSTO,,
134732852,134749356,X,,
33030638,33031047,HSCHR6_MHC_APD,RPL32P1,
63996225,64009658,3,PSMD6,
30016279,30022269,HSCHR6_MHC_QBL,,
190942564,190943820,4,DUX4L9,
113161795,113214241,1,CAPZA1,
190959071,190959554,4,,
190962497,190964569,4,AGGF1P1,
190979057,190984160,4,KIAA0664P4,
203830731,203839678,1,SNRPE,
190988796,190990406,4,DUX4L8,
57703500,57706693,X,,
57792753,57793725,X,,
57960271,57961237,X,,
89964537,90020769,7,GTPBP10,
58011120,58012567,X,,
61998720,61999796,X,,
48166204,48168490,X,,
62062012,62062972,X,,
463344,474983,19,ODF3L2,
33042924,33048466,HSCHR6_MHC_APD,,
48181784,48186118,X,,
134899166,134900630,X,,
113215763,113243368,1,MOV10,
33054938,33058474,HSCHR6_MHC_APD,COL11A2P,
204042243,204096863,1,SOX13,
496454,505340,19,MADCAM1,
134919550,134921014,X,,
29964306,29967679,HSCHR6_MHC_DBB,,
45951850,45961473,7,IGFBP3,
139937853,139973337,5,APBB3,
30209477,30218957,HSCHR6_MHC_MCF,,
141667999,142012315,8,PTK2,
507497,519653,19,C19orf20,
531733,542084,19,CDC34,
544027,549919,19,GZMM,
33063595,33080224,HSCHR6_MHC_APD,,
571310,583492,19,BSG,
30659033,30677115,HSCHR6_MHC_SSTO,,
26785450,26802400,2,C2orf70,
26804070,26864236,2,CIB4,
112408802,112423993,6,C6orf225,
33082356,33082482,HSCHR6_MHC_APD,,
33316721,33317416,HSCHR6_MHC_APD,LYPLA2P1,
30017009,30023013,HSCHR6_MHC_DBB,,
176057683,176073642,5,EIF4E1B,
26915558,26956288,2,KCNK3,
204100190,204121307,1,ETNK2,
135024637,135029298,X,,
135160003,135160790,X,GAPDHP67,
26987152,27004099,2,C2orf18,
135179994,135180507,X,,
135377849,135382457,X,,
39078281,39108643,19,MAP4K1,
132890654,133109984,10,TCERG1L,
135721702,135724588,X,,
110527308,110566357,1,AHCYL1,
30024382,30028006,HSCHR6_MHC_COX,,
103892787,103910082,10,PPRC1,
2164148,2232577,19,DOT1L,
26987157,27023935,2,CENPA,
30230672,30259555,HSCHR6_MHC_MCF,,
39109722,39127595,19,EIF3K,
64494383,64512928,11,RASGRP2,
204123944,204135465,1,REN,
78152274,78182855,17,CARD14,
39138310,39222223,19,ACTN4,
135873223,135873939,X,,
135889424,135890036,X,,
27070615,27173219,2,DPYSL5,
135923090,135929956,X,,
155548097,155674270,4,LRAT,
30024068,30027692,HSCHR6_MHC_QBL,,
135929543,135930193,X,,
57261765,57312980,3,APPL1,
135991554,136103789,X,,
204159469,204165614,1,KISS1,
589893,617157,19,HCN2,
78183079,78194199,17,SGSH,
204167288,204183220,1,GOLT1A,
47586982,47595013,11,PTPMT1,
617223,633568,19,POLRMT,
2233155,2236319,19,PLEKHJ1,
30659491,30665556,HSCHR6_MHC_MANN,,
2236816,2248677,19,SF3A2,
204190349,204329044,1,PLEKHA6,
64079543,64253655,3,PRICKLE2,
27193480,27250064,2,MAPRE3,
78194200,78227306,17,SLC26A11,
39220832,39235114,19,CAPN12,
30027939,30033560,HSCHR6_MHC_COX,,
2249113,2252072,19,AMH,
141371314,141392606,5,GNPDA1,
2252250,2256422,19,JSRP1,
30679427,30684652,HSCHR6_MHC_SSTO,,
2269520,2273487,19,OAZ1,
155829300,155854990,1,SYT11,
110574199,110617263,1,FAM40A,
39261608,39264157,19,LGALS7,
30024813,30028437,HSCHR6_MHC_DBB,,
2274631,2282181,19,C19orf35,
204372515,204380945,1,PPP1R15B,
39279842,39282391,19,LGALS7B,
2289774,2308156,19,LINGO3,
2321522,2328614,19,LSM7,
39292312,39303740,19,LGALS4,
204391756,204463852,1,PIK3C2B,
46698630,46722165,11,ARHGAP1,
27255778,27264563,2,TMEM214,
113243728,113250056,1,RHOC,
155867599,155881195,1,RIT1,
136029907,136030292,X,,
30027629,30033205,HSCHR6_MHC_QBL,,
112429963,112576141,6,LAMA4,
64501333,64673676,3,ADAMTS9,
78234665,78370086,17,RNF213,
30060592,30070807,HSCHR6_MHC_COX,,
39306068,39322497,19,ECH1,
39327029,39342987,19,HNRNPL,
139142266,139509065,8,FAM135B,
62063167,62063776,X,,
44240567,44253893,7,YKT6,
30060243,30070446,HSCHR6_MHC_QBL,,
639926,643703,19,FGF22,
647530,663233,19,RNF126,
155882834,155904191,1,KIAA0907,
2328629,2355099,19,,
62098281,62104312,X,ZFRP1,
62519126,62519552,X,CBX1P1,
30535711,30540449,HSCHR6_MHC_MCF,,
62569525,62572057,X,,
676389,683392,19,FSTL3,
62729822,62780929,X,,
130702858,130742812,9,FAM102A,
685548,695461,19,PRSSL1,
204485511,204542871,1,MDM4,
708953,748328,19,PALM,
101909851,101948091,10,ERLIN1,
30686935,30701969,HSCHR6_MHC_SSTO,,
2389769,2426086,19,TMPRSS9,
751146,764318,19,C19orf21,
63054424,63088277,1,,
63063158,63071830,1,ANGPTL3,
797392,812327,19,PTBP1,
62890076,62891382,X,,
62986755,62987280,X,BTF3P8,
63264185,63264938,X,,
39358470,39368894,19,RINL,
2425630,2427875,19,TIMM13,
63364752,63366932,X,,
2427636,2456994,19,LMNB2,
136041042,136103638,X,,
63921351,63922929,6,FKBP1C,
27265232,27293490,2,AGBL5,
48193110,48193874,X,,
63524927,63526613,X,,
48216560,48218930,X,,
39369197,39390502,19,SIRT2,
63985856,64029882,6,LGSN,
155702365,155749965,4,RBM46,
78388965,78411886,17,,
44256749,44374176,7,CAMK2B,
48231338,48231528,X,,
48239582,48242564,X,,
204586298,204654861,1,LRRN2,
48271748,48274761,X,,
48281727,48281853,X,,
113245236,113258099,1,PPM1J,
48291580,48299998,X,,
30028370,30033991,HSCHR6_MHC_DBB,,
47593749,47600567,11,KBTBD4,
64231666,64293492,6,PTP4A1,
30665566,30685513,HSCHR6_MHC_MANN,,
204797779,204991950,1,NFASC,
110602616,110613234,1,ALX3,
48305273,48307251,X,,
110655062,110656569,1,UBL4B,
48364911,48367226,X,,
48438162,48439545,X,,
110693108,110744824,1,SLC6A17,
48441481,48441727,X,MRPL32P1,
48494553,48495523,X,VN1R110P,
136066582,136067864,X,SRRM1P3,
27301435,27309271,2,EMILIN1,
48557354,48595570,X,,
136407131,136407208,X,,
103911933,103923627,10,NOLC1,
46722368,46727462,11,ZNF408,
2476123,2478257,19,GADD45B,
176074388,176086058,5,TSPAN17,
30061002,30071204,HSCHR6_MHC_DBB,,
2511218,2702746,19,,
101948055,101989376,10,CHUK,
63249806,63339980,1,ATG4C,
2511218,2702746,19,GNG7,
2538108,2538786,19,,
2714566,2721390,19,DIRAS1,
110753965,110825722,1,KCNC4,
2732202,2740074,19,SLC39A3,
27309615,27323640,2,KHK,
2754712,2783354,19,SGTA,
2785506,2813588,19,THOP1,
30587611,30603408,HSCHR6_MHC_MCF,,
812518,821967,19,MIR3187,
113263041,113269857,1,FAM19A3,
136523417,136523995,X,,
133604734,133622535,10,,
63788730,63790797,1,FOXD3,
136638350,136646546,X,,
133747955,133773331,10,PPP2R2D,
136742678,136744401,X,ZFYVE9P1,
137564903,137565955,X,MAGEA13P,
63833261,63904233,1,ALG6,
2819872,2836733,19,ZNF554,
156129781,156138230,4,NPY2R,
48634408,48635385,X,,
48797263,48798079,X,,
2841433,2860472,19,ZNF555,
49055425,49058913,X,,
110881128,110889299,1,RBM15,
49090415,49090960,X,HSPB1P2,
137569824,137571030,X,KRT8P6,
49397103,49397952,X,VDAC1P2,
113316465,113317496,1,,
49429447,49433283,X,SALL1P1,
49641892,49643844,X,,
156263810,156298122,4,MAP9,
30093815,30106445,HSCHR6_MHC_COX,,
27321757,27341995,2,CGREF1,
113454469,113499635,1,SLC16A1,
44102326,44105186,7,PGAM2,
155911480,155912625,1,RXFP4,
110887049,110888778,1,,
30093435,30106063,HSCHR6_MHC_QBL,,
64345725,64489229,6,PHF3,
155916645,155966129,1,ARHGEF2,
110905470,110933704,1,SLC16A4,
12688775,12750912,19,ZNF490,
30109655,30118642,HSCHR6_MHC_COX,,
140354404,140444986,9,PNPLA7,
2867333,2878501,19,ZNF556,
150335567,150449042,1,RPRD2,
2896754,2944969,19,ZNF77,
27346682,27353680,2,ABHD1,
30109273,30118261,HSCHR6_MHC_QBL,,
2900896,2918474,19,ZNF57,
78389252,78411882,17,,
78440633,78450404,17,NPTX1,
30094214,30106840,HSCHR6_MHC_DBB,,
78518619,78940173,17,RPTOR,
113615831,113669822,1,LRIG2,
137709238,137709504,X,,
30688865,30700371,HSCHR6_MHC_MANN,,
137793614,137798779,X,,
27353624,27357543,2,PREB,
137888536,137889253,X,,
49644470,49647166,X,USP27X,
141488070,141534008,5,NDFIP1,
46740730,46761056,11,F2,
30120916,30130396,HSCHR6_MHC_COX,,
825097,832017,19,AZU1,
12721732,12742735,19,ZNF791,
138529050,138529835,X,,
840985,848180,19,PRTN3,
46083455,46083517,7,,
139099427,139100196,X,,
46713383,46799449,7,,
852291,856242,19,ELANE,
30120543,30130023,HSCHR6_MHC_QBL,,
139114503,139115665,X,,
859665,863606,19,CFD,
139173902,139174720,X,,
867964,893218,19,MED16,
12757325,12777556,19,MAN2B1,
2977444,2995177,19,TLE6,
47314752,47622156,7,TNS3,
30110050,30119038,HSCHR6_MHC_DBB,,
155978839,155990750,1,SSR2,
44111846,44122139,7,POLM,
205012325,205047627,1,CNTN2,
63652281,63654023,X,SHC1P1,
63906441,64059392,1,ITGB3BP,
30702435,30703790,HSCHR6_MHC_SSTO,,
133781578,133795435,10,BNIP3,
151185594,151936879,4,LRBA,
27359723,27362278,2,C2orf53,
30603120,30609957,HSCHR6_MHC_MCF,,
176237478,176307897,5,UNC5A,
27371872,27376378,2,TCF23,
27422455,27435826,2,SLC5A6,
30142137,30171100,HSCHR6_MHC_COX,,
113933371,114228545,1,MAGI3,
110943871,110950564,1,HBXIP,
90013035,90142716,7,CLDN12,
49676227,49676969,X,,
49920807,49921019,X,PYY3,
205052258,205053645,1,TMEM81,
50108408,50213737,X,DGKK,
205055270,205091143,1,RBBP5,
110993822,110999976,1,PROK1,
30141750,30170728,HSCHR6_MHC_QBL,,
896503,913225,19,C19orf22,
150459887,150480078,1,TARS2,
78965641,78973932,17,CHMP6,
78977135,78978932,17,,
79003502,79005315,17,,
79008947,79091232,17,BAIAP2,
111059839,111061797,1,KCNA10,
133918175,133998313,10,JAKMIP3,
111136202,111174096,1,KCNA2,
30700523,30703896,HSCHR6_MHC_MANN,,
205111632,205180727,1,DSTYK,
147560045,147563626,4,POU4F2,
111214310,111217655,1,KCNA3,
917342,921014,19,KISS1R,
139600478,139926249,8,COL22A1,
27434895,27440046,2,C2orf28,
139298187,139298956,X,,
111415772,111442550,1,CD53,
47599277,47599823,11,,
139479227,139480476,X,,
47608198,47610746,11,FAM180B,
2997637,3045786,19,TLE2,
139553031,139553439,X,,
47611216,47616211,11,C1QTNF4,
31120397,31126071,HSCHR6_MHC_SSTO,,
176307870,176326333,5,HK3,
139763271,139769870,X,,
140013903,140079613,X,,
141689992,141706020,5,SPRY4,
30121305,30130785,HSCHR6_MHC_DBB,,
140232663,140233358,X,,
926037,972781,19,ARID3A,
39390604,39399533,19,NFKBIB,
63989043,64038364,1,EFCAB7,
47638867,47664175,11,MTCH2,
984328,994569,19,WDR18,
31126193,31132565,HSCHR6_MHC_SSTO,,
205197304,205242471,1,TMCC2,
1000418,1009731,19,GRIN3B,
39405904,39466380,19,SARS2,
39405904,39466380,19,FBXO17,
1009650,1021141,19,C19orf6,
63832512,63833142,X,YWHAZP7,
3052908,3062964,19,AES,
63842997,63844449,X,,
134000404,134019266,10,DPYSL4,
30617610,30643414,HSCHR6_MHC_MCF,,
63917758,63918427,X,,
27440258,27466660,2,CAD,
102265385,102289638,10,,
3094408,3121452,19,GNA11,
205271187,205290883,1,NUAK2,
79091095,79139872,17,AATK,
12777618,12786645,19,WDR83,
111489807,111506701,1,C1orf103,
63946628,63946928,X,,
64404898,64407145,X,,
64490793,64492899,X,CCT4P2,
12778881,12780465,19,C19orf56,
114234854,114302111,1,PHTF1,
12786249,12792701,19,DHPS,
130823512,130830485,9,NAIF1,
156005092,156023585,1,UBQLN4,
205305220,205326166,1,KLHDC8A,
1026298,1039060,19,CNN2,
70848789,70848949,6,,
70924764,71012786,6,COL9A1,
64014635,64015911,1,DLEU2L,
140357479,140358349,X,,
140474987,140475271,X,,
140590843,140738057,X,CXorf18,
205350506,205425082,1,LEMD1,
64058916,64125916,1,PGM1,
140713994,140714863,X,,
12799121,12807457,19,FBXW9,
141971743,142077617,5,FGF1,
39421348,39423657,19,MRPS12,
123616152,123680564,3,CCDC14,
30142515,30171491,HSCHR6_MHC_DBB,,
147627790,147867034,4,TTC29,
39514665,39523198,19,FBXO27,
111659955,111682838,1,DRAM2,
39574945,39602080,19,,
39616420,39670046,19,PAK4,
205473723,205501921,1,CDK18,
150480538,150486265,1,ECM1,
30284058,30301312,HSCHR6_MHC_COX,,
141235648,141236652,X,,
3121508,3123793,19,,
103986085,103989346,10,ELOVL3,
3136191,3163766,19,GNA15,
79163393,79196799,17,AZI1,
3178736,3180329,19,S1PR4,
3185875,3209572,19,NCLN,
156024543,156028301,1,LAMTOR2,
141260652,141261775,X,,
141282138,141283276,X,,
142372754,142604631,X,,
142431769,142432378,X,,
103989943,104001231,10,PITX3,
57302375,57326710,3,ASB14,
27476552,27498685,2,SLC30A3,
142520836,142521752,X,,
142522311,142523074,X,,
39687604,39692522,19,NCCRP1,
142627592,142631882,X,,
1040102,1065571,19,ABCA7,
39693562,39694906,19,SYCN,
30283753,30301010,HSCHR6_MHC_QBL,,
156587863,156653501,4,GUCY1A3,
39734246,39735646,19,IL28B,
156030951,156040295,1,RAB25,
57327727,57530071,3,DNAH12,
3224701,3297074,19,CELF5,
64513861,64527769,11,PYGM,
27498289,27504367,2,DNAJC5G,
39759157,39760732,19,IL28A,
3359616,3463603,19,NFIC,
39786965,39789312,19,IL29,
39797208,39805976,19,LRFN1,
64239693,64647181,1,ROR1,
27505260,27600344,2,TRIM54,
156046280,156051789,1,MEX3A,
31229147,31232539,HSCHR6_MHC_SSTO,,
39819010,39826726,19,GMFG,
3474405,3480540,19,C19orf77,
12810008,12834810,19,TNPO2,
64547868,64551113,X,MORF4L1P5,
114304454,114355098,1,RSBN1,
64576770,64577427,X,,
102267203,102289757,10,NDUFB8,
156052364,156109880,1,LMNA,
104005289,104142656,10,GBF1,
79202079,79212891,17,C17orf56,
3490820,3500938,19,DOHH,
3506295,3536755,19,FZR1,
27530268,27531313,2,UCN,
46764598,46867847,11,CKAP5,
111682249,111727724,1,CEPT1,
30712282,30730363,HSCHR6_MHC_MANN,,
27532360,27548547,2,MPV17,
64669310,64733051,1,UBE2U,
90095738,90839905,7,CDK14,
47185848,47198676,11,ARFGAP2,
79213111,79215098,17,C17orf89,
79218800,79269347,17,SLC38A10,
114356433,114414381,1,PTPN22,
12841455,12845529,19,C19orf43,
30284507,30301763,HSCHR6_MHC_DBB,,
12848306,12859137,19,ASNA1,
111729796,111747157,1,DENND2D,
150521884,150533413,1,ADAMTSL4,
142760232,142761441,X,,
205538013,205572046,1,MFSD4,
142840832,142911228,X,,
27548716,27579868,2,GTF3C2,
142889486,142889828,X,,
64936428,65158741,1,CACHD1,
30732675,30737900,HSCHR6_MHC_MANN,,
143391965,143392205,X,,
143392257,143392818,X,RRM2P4,
143922298,143923140,X,,
144258102,144258414,X,,
16440711,16440824,16,,
144314449,144315139,X,,
16463285,16464079,16,,
144711736,144713893,X,,
145619053,145619566,X,,
16472912,16487811,16,,
30302714,30304467,HSCHR6_MHC_COX,,
65342053,66024509,3,MAGI1,
16484074,16484187,16,,
17201254,17564738,16,XYLT1,
176332006,176449634,5,UIMC1,
205566707,205601090,1,ELK4,
18411799,18441131,16,,
1065930,1086627,19,HMHA1,
18415128,18415769,16,,
18425073,18425700,16,,
64627964,64628565,X,TLE1P1,
18451943,18473188,16,,
39833108,39875535,19,SAMD4B,
30302412,30304165,HSCHR6_MHC_QBL,,
3538263,3557571,19,C19orf28,
79276624,79283048,17,C17orf55,
205626979,205649587,1,SLC45A3,
65210778,65298915,1,RAVER2,
57994127,58157982,3,FLNB,
3539155,3544028,19,C19orf71,
12863407,12869269,19,BEST2,
3572775,3579086,19,HMG20B,
205681947,205719404,1,NUCKS1,
18455111,18455699,16,,
12873817,12886434,19,HOOK2,
18511182,18573533,16,NOMO2,
39876275,39881757,19,PAF1,
27587219,27593353,2,EIF2B4,
79285074,79304474,17,TMEM105,
79373540,79433357,17,BAHCC1,
30646635,30664848,HSCHR6_MHC_MCF,,
101992050,102027437,10,CWF19L1,
111743393,111786062,1,CHI3L2,
140445651,140447007,9,MRPL41,
79476999,79479827,17,ACTG1,
12902310,12904124,19,JUNB,
205737114,205744588,1,RAB7L1,
134020994,134145353,10,STK32C,
12907634,12912694,19,PRDX2,
39881963,39891201,19,MED29,
39897487,39900045,19,ZFP36,
142149949,142608576,5,ARHGAP26,
31314550,31317907,HSCHR6_MHC_SSTO,,
39903225,39919054,19,PLEKHG2,
12917428,12924462,19,RNASEH2A,
150521897,150524367,1,,
12936293,12946242,19,RTBDN,
64429876,66417118,6,EYS,
205758221,205782876,1,SLC41A1,
114420790,114430169,1,BCL2L15,
30740183,30755207,HSCHR6_MHC_MANN,,
140449356,140473387,9,WDR85,
150533480,150533969,1,C1orf138,
150547032,150552073,1,MCL1,
1086578,1095391,19,POLR2E,
1103936,1106786,19,GPX4,
3585551,3593539,19,GIPC3,
1107634,1174282,19,SBNO2,
27593389,27599995,2,SNX17,
114437370,114447823,1,AP4B1,
205797150,205819260,1,PM20D1,
39923852,39926618,19,RPS16,
39930212,39932082,19,,
12949259,12985765,19,MAST1,
39936186,39967306,19,SUPT5H,
30303165,30304918,HSCHR6_MHC_DBB,,
63338233,63341578,15,,
63413999,63434260,15,LACTB,
64532078,64546316,11,SF1,
145635246,145637283,X,ELL2P4,
150573327,150602088,1,ENSA,
145701115,145702102,X,,
145891302,145891927,X,,
145895624,145896244,X,CXorf51,
205882176,205912588,1,SLC26A9,
146036593,146036727,X,,
146673130,146673427,X,,
63445539,63450220,15,RPS27L,
146882523,146882820,X,,
146981696,146982977,X,,
3585569,3593539,19,,
147028461,147029103,X,,
147133753,147134266,X,FTH1P8,
3594504,3606831,19,TBXA2R,
30447104,30451842,HSCHR6_MHC_COX,,
147279534,147280398,X,,
147546228,147546945,X,RPL7L1P11,
147579633,147582135,X,,
3610626,3626813,19,C19orf29,
111833484,111863188,1,CHIA,
147628399,147628918,X,,
148138246,148138696,X,,
63481668,63559981,15,RAB8B,
47681143,47736941,11,AGBL2,
50648438,50648866,X,,
50674114,50674548,X,HMGB1P15,
50773422,50774357,X,,
156117157,156147543,1,SEMA4A,
148402069,148466106,4,EDNRA,
30446762,30451500,HSCHR6_MHC_QBL,,
3611566,3619189,19,C19orf29OS,
3630182,3700463,19,PIP5K1C,
63569749,63601325,15,APH1B,
27600098,27603657,2,ZNF513,
31360501,31376956,HSCHR6_MHC_SSTO,MICA,
206136916,206155151,1,FAM72A,
65298912,65432187,1,JAK1,
63613577,63674360,15,CA12,
114447763,114456708,1,DCLRE1B,
64688967,64690260,X,,
27604061,27632554,2,PPM1G,
64770778,64772301,X,,
64808261,64820630,X,,
12986023,12992335,19,DNASE2,
44143960,44154161,7,AEBP1,
130830480,130871524,9,SLC25A25,
30663945,30672631,HSCHR6_MHC_MCF,,
1205798,1228434,19,STK11,
3708382,3750810,19,TJP3,
206223976,206231639,1,AVPR1B,
206238872,206288647,1,C1orf186,
148564621,148614672,X,,
12995236,12998017,19,KLF1,
13001974,13010783,19,GCDH,
206317459,206332104,1,CTSE,
148593039,148607803,X,,
148606540,148607582,X,IDSP1,
156680144,156728743,4,GUCY1B3,
30447487,30452225,HSCHR6_MHC_DBB,,
39971052,39981528,19,TIMM50,
27650657,27665126,2,NRBP1,
18582510,18608289,16,,
18792617,18801656,16,RPS15A,
114471814,114520426,1,HIPK1,
13009600,13030076,19,SYCE2,
65613232,65697828,1,AK4,
18802991,18812917,16,ARL6IP1,
206516198,206637783,1,SRGAP2,
13033284,13044558,19,FARSA,
30498998,30514796,HSCHR6_MHC_COX,,
13049414,13055304,19,CALR,
65713902,65881552,1,DNAJC6,
64992642,64993476,X,,
39989557,39999118,19,DLL3,
112668532,112672498,6,RFPL4B,
65014187,65015677,X,,
140018325,140027370,5,NDUFA2,
63796794,63883661,15,USP3,
123687368,123711025,3,ROPN1,
40005753,40011326,19,,
144680074,144682485,8,TIGD5,
130628759,130640022,9,AK1,
148614547,148615418,X,,
148614831,148622358,X,,
156163880,156182587,1,SLC25A44,
144686083,144691943,8,PYCRL,
31455821,31468850,HSCHR6_MHC_SSTO,,
65041097,65042091,X,,
65176131,65177038,X,,
65219593,65220913,X,,
150618701,150669672,1,GOLPH3L,
65275429,65276429,X,,
40021630,40023494,19,EID2B,
40028890,40030870,19,EID2,
65294677,65296189,X,EIF4BP9,
65580608,65581618,X,,
65657187,65660510,X,,
65717590,65719266,X,,
66593415,66595362,X,,
114178541,114184648,6,MARCKS,
27665233,27669348,2,KRTCAP3,
40093164,40098113,19,LGALS13,
30498660,30514458,HSCHR6_MHC_QBL,,
3750771,3761673,19,APBA3,
65886248,66107242,1,LEPR,
40146558,40151287,19,,
140019012,140024993,5,TMCO6,
104154229,104162281,10,NFKB2,
114254192,114332472,6,HDAC2,
13056654,13064448,19,RAD23A,
40194946,40200087,19,LGALS14,
3762665,3767562,19,MRPL54,
206643791,206670223,1,IKBKE,
50825664,50834074,X,,
3769115,3772219,19,RAX2,
50838690,50914232,X,,
156182773,156213123,1,PMF1,
3777968,3801810,19,MATK,
50905696,50906509,X,,
51099796,51139314,X,,
51139363,51208513,X,,
51244942,51253857,X,,
3804022,3869027,19,ZFR2,
27667238,27712656,2,IFT172,
51360961,51361446,X,,
51425000,51425485,X,CENPVL1,
51453887,51454372,X,CENPVL1,
51600064,51601162,X,,
51646434,51646946,X,,
51664960,51665595,X,,
51666648,51666836,X,,
18816175,18937776,16,SMG1,
51722319,51723108,X,,
52125196,52128757,X,,
52164596,52202209,X,,
30755673,30757028,HSCHR6_MHC_MANN,,
102033713,102046439,10,BLOC1S2,
150670536,150693364,1,HORMAD1,
3880618,3928076,19,ATCAY,
148629755,148631380,X,,
148730843,148731793,X,,
30673078,30693061,HSCHR6_MHC_MCF,,
148839458,148839556,X,,
79495422,79504156,17,FSCN2,
148839682,148839956,X,,
148842440,148842535,X,,
148848815,148854483,X,TMEM185AL,
66753005,66753829,X,,
148889876,148890817,X,MAGEA7,
40221896,40228668,19,CLC,
206664449,206671061,1,C1orf147,
47694842,47701246,7,C7orf65,
52191730,52194281,X,,
67011797,67012737,X,,
40267234,40276775,19,LEUTX,
206680879,206762616,1,RASSF5,
52228192,52229056,X,,
79506911,79520987,17,C17orf70,
40315991,40324841,19,DYRK1B,
102288829,102309763,10,HIF1AN,
148898832,148899306,X,DUTP4,
57542003,57547684,3,PDE12,
149007636,149009870,X,,
3933101,3942412,19,ITGB1BP3,
47735328,48019178,7,HUS1,
